Title,Date,URL,Reactions,LikeReactions,PraiseReactions,AppreciationReactions,EmpathyReactions,InterestReactions,EntertainmentReactions,Comments,Clicks,Shares,Impressions,Engagement,Vid. Views,Viewers,Time Watched,Type
"Before, Geoff was the funnel at his pharmacy.

Every prescription, every check ending with him. 

Going home, worrying he'd missed something.

Today, Malpas runs 40,000 items a month across two sites. The volume holds.

But the most interesting part is what Geoff is doing with his time now:

✅ Training his team
✅ Building out clinical services
✅ Running 4 consultation rooms today, with 2 more on the way
✅ Independent prescribers and ACTs running services every hour, nine till six

A community health centre. Not a dispensary trying to keep up.

That's what happens when the pharmacist isn't the bottleneck anymore. The work doesn't stop. It moves.

👇 If you weren't the funnel, where would you put your time?

📖 Read the full case study: bit.ly/4sCP2kp

#TitanPMR #CommunityPharmacy #PharmacyServices #PharmacyWorkflow #PharmacyLeadership",2026-04-28 07:54,https://www.linkedin.com/feed/update/urn:li:ugcPost:7454784271577427969,13,10,3,,,,,1,56,3,1325,5.51,,,,VIDEO
"Nearly 3,000 pharmacies are making buying decisions through one platform right now.

Drug Comparison. Built by a pharmacy owner. Independent. Not a wholesaler. Not a buying group.

What it does:

📊 Compares prices across every supplier in real time
🔒 Tightens branch control for multi-site groups
📉 Surfaces the data that actually drives savings
🏭 DC Warehouse lets groups buy centrally and supply their own branches
📡 DC Market Intel gives you live price and stock monitoring

The problems it solves:

✅ Volatile pricing you only catch on the invoice
✅ Supplier complexity across multiple accounts
✅ Stock gaps nobody is tracking properly
✅ Margin pressure with no visibility on where it leaks

@Drug Comparison is sponsoring TitanUp 26. Come and talk to the team about what your pharmacy could be saving.

Birmingham. June 7th.

👉 titanup.club

@Drug Comparison @Sarfaraz Juma

#TitanUp26 #PharmacyMargins #CommunityPharmacy #PharmacyBusiness",2026-04-29 13:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7455219221212471296,11,11,,,,,,,36,3,767,6.52,,,,VIDEO
"From Stone Age to Titan Age in 24 hours.

Hamal at S&G Pharmacy. First day of Titan training.

✔️ Accuracy checks running on a handheld device.
✔️ Batch Flow cutting dispensing time by 40-50%.
✔️ Work that used to take two full days, done in half of one.

Even with one PC. You can already see the change.

“We cannot believe the difference it has made for dispensing.”
“Can’t go back.”

Welcome to the Titan Age.

#TitanPMR #CommunityPharmacy #PharmacyTechnology #PharmacyWorkflow #Dispensing",2026-04-30 10:00,https://www.linkedin.com/feed/update/urn:li:share:7455533315807408129,29,28,1,,,,,,130,3,2994,5.41,,,,IMAGE
"NHS prescription tracking notifications are due to begin rolling out for TITAN PMR customers during May 2026.

Patients using the NHS App, with notifications enabled, will be able to receive updates when their medicines are:

✅ Ready to Collect
✅ Part ready to collect

The feature is designed to reduce prescription status enquiries to pharmacies, helping to free up staff time while giving patients clearer updates through the NHS App.

The notification feature runs automatically in the background as pharmacies manage their normal dispensing operations.

A simple but important step in connecting pharmacy workflows with national NHS digital infrastructure.

#TITANPMR #NHSApp #CommunityPharmacy #PharmacyWorkflow #DigitalPharmacy
",2026-05-06 07:00,https://www.linkedin.com/feed/update/urn:li:share:7457670536521949184,28,27,1,,,,,1,50,2,2204,3.68,,,,IMAGE
"A consultation room can sit empty.

Or it can become a new private service revenue stream.

That is the shift Clear Clinics helps pharmacies make.

Ear care is one of the cleanest private services a pharmacy can launch.

A clear patient need.
A defined appointment.
A service patients are willing to pay for.
And a reason for them to come back.

Clear Clinics helps community pharmacies launch and scale ear care services with compliant training, endoscope systems, consumables and fast support.

Trusted by 900+ contractors, they enable safe, profitable earwax removal and hearing screening in pharmacy settings.

Not just equipment.

The training, tools and service model to make ear care work properly inside a pharmacy.

Clear Clinics will be joining us at TitanUp 26.

Come and see how pharmacies are turning consultation rooms into private service revenue.

📍 Birmingham
📅 June 7th
🔗 titanup.club

@Mohammed K.

#TitanUp26 #ClearClinics #EarCare #PrivateServices #CommunityPharmacy #PharmacyServices",2026-05-07 14:03,https://www.linkedin.com/feed/update/urn:li:ugcPost:7458139280599691264,9,8,,,1,,,,5,3,467,3.64,,,,VIDEO
"“The tools Titan has built support the whole pharmacy ecosystem.”

That’s @Jaya at Marton Road Pharmacy.

And he didn’t jump in straight away.

When Titan first launched, his pharmacy was a smaller operation.
The timing wasn’t right.

Now the pressure is different.

Two pharmacies.
More workload.
Rising staffing costs.
More services to deliver.

So this time, Jaya went all in.

✅ Titan PMR
✅ Hub and spoke
✅ @TITANVERSE
✅ @PharmAppy

In nearly four weeks, 500 patients have registered through PharmAppy.
200+ orders have already come through the platform.

But the bigger point is this:

Jaya isn’t building around one tool.

He’s building around the whole pharmacy.

#TitanPMR #CommunityPharmacy #PharmacyWorkflow #PharmacyTechnology #PharmacyServices",2026-05-08 12:34,https://www.linkedin.com/feed/update/urn:li:share:7458479477417787392,25,25,,,,,,10,45,4,1157,7.26,,,,IMAGE
"Used by 1,800+ pharmacies, PharmDel replaces paper delivery sheets, manual tracking, and disconnected updates with one connected system.

Founded by a pharmacist, it was built for the reality of pharmacy delivery:

📦 Pharmacy dashboard
🚗 Driver app
📲 Patient notifications
🔗 PMR integration
✅ Compliance tools

One connected system for safer, more accurate, more efficient deliveries.

And with its white-label patient app, pharmacies can bring more of the delivery experience under their own brand.

PharmDel is coming to TitanUp 26. You'll be able to see it running live:

📍 Stand 8
📍 Birmingham
📍 June 7th

👉 titanup.club

@Pharmdel / AppandTap

#TitanUp26 #PharmacyDelivery #CommunityPharmacy #PharmacyTechnology",2026-05-09 11:21,https://www.linkedin.com/feed/update/urn:li:ugcPost:7458823575429496832,12,11,,1,,,,,28,5,627,7.18,,,,VIDEO
"Meditech has over 3,500 live installations worldwide.

In the UK, 40+ Titan pharmacies are already running Meditech robots.

So it makes sense that Meditech will be at TitanUp 26.

This is where pharmacy automation stops being theory and starts being something you can walk up to.

When automation works properly, the PMR and the robot don't feel like two separate systems.

They work as one flow.

Prescription data moves cleanly. Picking is supported. Dispensing pressure drops. The team gets more time back.

At TitanUp 26, you'll be able to see that workflow up close, with a demo picking head on the stand.

Stand 21. Birmingham. 7 June.

👉 titanup.club

@Meditech UK & I

#TitanUp26 #PharmacyAutomation #CommunityPharmacy",2026-05-11 15:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7459603359562358785,26,26,,,,,,3,51,3,857,9.68,,,,VIDEO
"Word is spreading about the Titan ecosystem.

We didn't expect it to reach this far.

In Jaya's words: ""My customers are coming from far and beyond 😆""

When a pharmacy delivers a great service, word gets around. And now, apparently, even across galaxies.

The force is strong with this one. 🖤

Amazing work @Jaya Sai Vamsi Reddy Authunuri  

@PharmAppy
@Avonnex- Pharmacy Automation
@TITANVERSE

#TitanPMR #TITANVERSE #PharmAppy #CommunityPharmacy #TravelVaccine",2026-05-11 08:00,https://www.linkedin.com/feed/update/urn:li:share:7459497560391626752,51,45,3,,,,3,7,124,4,2530,7.35,,,,IMAGE
"The man who put Titan into 1,000+ pharmacies says most owners are still picking the tools before they've picked the plan.

@Tariq Muhammad opens TitanUp 26 with a reset on what a modern pharmacy business is actually for.

Finance First. 10:20. June 7. Affinity 2.

Tariq keeps coming back to one question most strategy decks skip:

What is a modern pharmacy business actually for?

Finance First is his answer.

The plan first. The systems next. The tools after.

For owners rethinking their model, this is the one to sit in.

See you in Birmingham.

👉 titanup.club

#TitanUp26 #PharmacyBusiness",2026-05-12 12:45,https://www.linkedin.com/feed/update/urn:li:ugcPost:7459931796831420417,39,35,3,,,,,2,102,3,1401,10.42,,,,VIDEO
"Heads up: going to TitanUp 26? 

RSVP at titanup.club

See you in Birmingham. 🎉",2026-05-13 16:11,https://www.linkedin.com/feed/update/urn:li:ugcPost:7460346072784130048,18,15,2,,,,,,38,2,622,9.32,,,,VIDEO
"95% pass rate. NHSE-approved training plan.

Preregshortcuts is a leading pharmacy training provider, supporting trainee pharmacists and supervisors throughout the foundation year.

Co-founded by pharmacists Marvin Munzu and Umar Majid.

That’s why we’re proud to have them sponsoring TitanUp 26.

Because foundation training shouldn’t sit outside the pharmacy business. Done properly, it strengthens it.

Trainee pharmacist. Qualified pharmacist. Independent prescriber.

A clearer pathway for the person. A stronger future for the pharmacy.

On the stand:

* Free Oriel guidance
* NHSE-approved training plan
* On-demand learning, mock exams and progress tracking
* Designated supervisor and Designated Prescribing Practitioner support

For TitanUp attendees:

* 55% off the programme
* Free supervisor training
* Flexible 1-year and 6-month options for split placements
* Free goodie bags on the stand

Come and meet Marvin Munzu and the team.

Birmingham. 7 June.

👉 titanup.club

@preregshortcuts @Marvin Munzu @Umar Majid

#TitanUp26 #FoundationPharmacist #PharmacyTraining #IndependentPrescribing #CommunityPharmacy",2026-05-13 10:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7460252701927530496,10,7,,,,,,,19,2,465,6.67,,,,VIDEO
"For sixty years, one layer of pharmacy has outlasted every technology shift.

Tech keeps changing the dispensary and how teams work, but the consumables holding the workflow together still have to be right.

That work never stops.

EMT Healthcare have been delivering those consumables to thousands of pharmacies, from independents to multiples and national chains.

A trusted brand and long-term partner, they help pharmacies meet tough market demands, from managing costs to launching new innovations, delivering automations and supporting community services.

PMR labels.
MDS trays.
Drug storage.
Automation consumables.

The technology changes. The work to keep dispensing moving has to evolve with it.

At TitanUp 26, EMT will be showcasing their PMR label and accessory range, including own-brand labels designed to keep patient information clear, compliant and unmistakably theirs.

Come and meet Rich Muir and the EMT team.

Stand 2. Birmingham. 7 June.

👉 titanup.club

@EMT Healthcare   

#TitanUp26 #CommunityPharmacy #PharmacyDispensing",2026-05-14 17:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7460720675398381568,18,18,,,,,,2,54,7,787,10.29,,,,VIDEO
"After 25+ years building pharmacy technology, @Wahid takes the stage with five ideas that could change what a pharmacy business is capable of.

A first look at the ideas, demos and technology shaping the next decade of pharmacy.

The session for anyone asking what happens when technology stops being a back-office tool and starts being an active part of the team.

@Wahid Muhammad. CTO. TITAN PMR.

Affinity 1. 11:00. June 7th. Birmingham.

👉 Check out the full line up for the day at titanup.club

#TitanUp26 #PharmacyTech",2026-05-14 11:06,https://www.linkedin.com/feed/update/urn:li:ugcPost:7460631529786953729,20,19,,,,,,,57,3,701,11.41,,,,VIDEO
"Over 6 million Pharmacy First consultations. Independent prescribing landing this September. Private services scaling.

Three clinical lanes dispensing alone was never built to carry.

Each one demands something new.

A clinical reasoning trail.

Red-flag checks.

Documented decisions that hold up under audit.

That's what DemDx was built for.

A CE-marked clinical reasoning platform, developed by clinicians. NICE-aligned. 600+ conditions.

How DemDx helps you:
✅ Safer, smarter, more consistent clinical decisions
✅ Structured, gold-standard documentation
✅ More time back in your day

At TitanUp 26, Dr Lorin Gresser and the team will be running live demos. Walk up, run a case, see the reasoning trail form.

Stand 3. Birmingham. 7 June.

👉 titanup.club

@DemDx

#TitanUp26 #PharmacyFirst #CommunityPharmacy",2026-05-15 08:05,https://www.linkedin.com/feed/update/urn:li:ugcPost:7460948576253243392,10,10,,,,,,,28,4,540,7.78,,,,VIDEO
"We're excited to see what @Steve Baker and Tommy Willan are setting up for TitanUp 26.

The Sublime Group are bringing something pretty special to the room: an example of their dispensary furniture, modelled to assist the Titan workflow.

Sublime manufacture pharmacy furniture in-house from a fully equipped factory in Kent.

Their CNC machinery gives them flexibility in production and helps them create cost-effective solutions for pharmacies.

They supply dispensary and retail furniture, with full design and shopfitting services available where required.

Come and see it in person at TitanUp 26.

Stand 16. Birmingham. 7 June.

👉 titanup.club

The Sublime Group

#TitanUp26 #CommunityPharmacy #PharmacyDesign #PharmacyWorkflow",2026-05-16 17:31,https://www.linkedin.com/feed/update/urn:li:ugcPost:7461453335120769024,13,12,,,,,,,25,4,591,7.11,,,,VIDEO
"Dispensing for care homes carries weight.

Compliance packs. Weekly cycles. MAR charts. GP sign-offs. Late dose changes mid-cycle. Audit trails for every dose.

The dispensing itself is hard enough.

The communication around it is where things break.

Camascope connects pharmacy dispensing systems, including Titan, Proscript and RxWeb, with care home planning systems like Nourish and PCS through one Care Home & Pharmacy Portal.

GP proxy ordering is built in.

3,500+ care organisations already use it.

Fewer phone calls. Fewer duplicate entries. Better visibility. A more connected care home workflow.

At TitanUp 26, Mohsin Ghori and Farhat Ali will be running live demos at Stand 18.

Full Titan integration. Barcode scanning. Simple setup. No need for additional clinical checks.

Stop by, see Camascope in action, and pick up some free merch while you're there.

Stand 18. Birmingham. 7 June.

👉 titanup.club

@Camascope

#TitanUp26 #CommunityPharmacy #CareHomes #eMAR",2026-05-17 17:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7461807792681676800,19,18,,,1,,,,50,8,960,8.02,,,,VIDEO
"The NHS contract alone won't build the pharmacy business most owners actually want.

That's the commercial reality @Hooman Ghalamkari is tackling at TitanUp.

At 11:50, he'll cover:

→ Providing private services leads to pharmacy sustainability

→ How Titanverse supports a more commercially resilient services model

→ How Titanverse's commercials encourage growth in private services

Hooman is the COO who made sure Titan worked in real pharmacies.

Two decades on the operational side of pharmacy software. Now helping pharmacies think commercially about what comes next.

A clear, grounded session for Titan customers who want to thrive, not just survive.

June 7th. Birmingham. 11:50.

→ titanup.club

#Titanverse #TitanUp2026",2026-05-17 10:30,https://www.linkedin.com/feed/update/urn:li:ugcPost:7461709673306415104,24,21,1,,,,,,45,4,883,8.27,,,,VIDEO
"What happens when pharmacy strategy meets board-level regulatory experience?

At TitanUp 26, that answer is on Stand 17.

@Michael Holden FRCPharm FRSPH brings 15 years owning a community pharmacy group, plus three years leading the National Pharmacy Association.

Strategy grounded in dispensing, hiring, refits and surviving the realities of pharmacy ownership.

@Victoria Steele FRCPharm brings years of governance experience across GPhC and MHRA approvals at Hallo Healthcare Group.

Regulatory insight tested at board level, in environments serving millions of patients.

Together, MH Associates and Steelier have built the Modern Community Pharmacy Practice movement.

A strategic business planning model designed to help pharmacies move from vision to profit.

At TitanUp 26, you can walk through the model on iPad, pick up a handout, and see how it applies to your own pharmacy’s future.

Stand 17. Birmingham. 7 June.

👉 titanup.club

@MH Associates @Steelier

#TitanUp26 #CommunityPharmacy #PharmacyPractice",2026-05-18 07:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7462019225252032512,11,10,,,,,,1,15,5,569,5.62,,,,VIDEO
"One of the UK’s leading pharmacy apprenticeship providers.

That's @Skills4Pharmacy.

A training provider dedicated to initiating and furthering the careers of Pharmacy Technicians and Pharmacy Assistants. High-quality programmes. Tutors who guide and support learners through to certification.

At TitanUp 26, @Skills4Pharmacy is showing how their apprenticeship programmes are supporting employers to deliver the NHS 10 Year Plan. Developing the next generation of pharmacy professionals and helping teams stay ready for the work pharmacy is being asked to do.

@Jay Crabb and @Sarah Dempsey will be at Stand 7. Bring your workforce questions.

Birmingham. 7 June.

👉 titanup.club

@Skills4Pharmacy

#TitanUp26 #PharmacyApprenticeships #CommunityPharmacy",2026-05-19 17:25,https://www.linkedin.com/feed/update/urn:li:ugcPost:7462538967599599616,58,57,,,1,,,,75,14,1418,10.37,,,,VIDEO
"UK pharmacy has spent years adding services.

What hasn't caught up is how pharmacies sell them.

Rhys Lloyd and the PharmAppy team are changing how UK pharmacies think about B2C marketing.

At TitanUp 26, Rhys is taking the stage to make the case in person.

Because pharmacy services don't grow on availability alone.

Patients need to find them.

Book them.

Pay for them.

Complete the pre-consult.

And come back again.

That's the gap PharmAppy is built to close.

A connected digital shopfront for pharmacy services, bringing together your website, app, bookings, marketing, patient engagement and PMR workflows inside TITANVERSE.

AI-powered marketing to reach the right patients at the right time.

Patient intelligence dashboards to show what's working.

New services that launch in seconds, with AI helping build the patient-facing page for you.

Already live at Priory Pharmacy with Prabjaudt and the team. Appointments, payments and pre-consults running end-to-end through the integration.

@Rhys Lloyd. Co-Founder & CEO. @PharmAppy.

Affinity 1. 14:00. June 7th. Birmingham.

👉 titanup.club

@PharmAppy @RHYS Lloyd

#TitanUp26 #PharmacyMarketing #PharmacyServices",2026-05-19 07:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7462381599943397376,18,18,,,,,,,27,8,717,7.39,,,,VIDEO
"Most pharmacies don't know what their own website looks like to an attacker.

Public-facing services. Email security gaps. SSL weaknesses. Credential trails.

The bits already visible online, before anyone touches a system.

That's where Cyber Seigen come in.

An independent cyber security and digital risk assurance provider supporting pharmacy, primary care and healthcare organisations.

What they do:
- Penetration testing
- DSPT support
- Cyber Essentials assessments
- Awareness training

Governance-aligned security and compliance, built for healthcare environments.

At TitanUp 26, Junaid Ali and Kam Hussain will be on the stand.

Showing how real-world phishing attacks target pharmacy teams. Attendees can test themselves against live examples.

They've also built a TitanUp 26 landing page.

30 complimentary pharmacy exposure reviews for attendees, live now at https://lnkd.in/eN3eZDWf.

Stand 6. Birmingham. 7 June.

👉 titanup.club

@Cyber Seigen @Mohammed Junaid Ali
 


#TitanUp26 #PharmacyCyber #CommunityPharmacy",2026-05-20 17:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7462894964377579520,17,14,,,2,,,1,69,6,744,12.5,,,,VIDEO
"Private pharmacy services come with huge potential.

But they also move more responsibility onto the pharmacy.

That’s the tension Ghulam Haydar will be unpacking at TitanUp 26.

When you design and deliver your own services, governance cannot be an afterthought. It has to run through how the service is built, delivered, recorded and reviewed.

Ghulam’s motto is simple:

Protect patients. Protect yourself. Protect your business.

And that is exactly where this session lands.

What do private services actually require if you want to scale them safely?

✅ Is the service clinically safe?
✅ Is the team trained to deliver it?
✅ Can the workflow stand up to pressure?
✅ Is the digital system built for the risk?

Ghulam will show how @TITANVERSE helps build those expectations into the everyday delivery of pharmacy services.

So growth does not depend on crossed fingers, scattered records or systems that were never built for the job.

@Ghulam Haydar.
Director for Governance and Compliance, Allied Health Training.

14:25. 7 June. Birmingham.

👉 titanup.club

Allied Health Training Ghulam Haydar

#TitanUp26 #PharmacyGovernance #PrivateServices",2026-05-20 07:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7462744007388024832,25,24,1,,,,,2,69,7,1063,9.69,,,,VIDEO
"Titan, @BD Rowa and Balance Pharmacy are cooking something up.

Swipe to see what's coming. 👀

Spots are limited. Book yours at bit.ly/4dFRBg8",2026-05-21 10:06,https://www.linkedin.com/feed/update/urn:li:ugcPost:7463153170706382848,17,14,,,1,1,,,1044,6,1437,74.25,,,,DOCUMENT
"One login. One workflow. One connected ecosystem.

Less time chasing systems.
More time delivering care.
More revenue opportunities.
Better patient retention.

This is what the future of pharmacy looks like.

This is the TITAN PMR WAY 

www.titanpmr.com",2026-05-21 08:29,https://www.linkedin.com/feed/update/urn:li:ugcPost:7463128793000521728,4,3,,,,,,,2,1,280,2.5,,,,TEXT
"If you work in community pharmacy, there are two people worth getting to know.

Both are independent pharmacy contractors.

Both are board members at @IPCN - Independent Pharmacy Contractors Network.

The only co-operative member-owned pharmacy contractor organisation in the sector.

A group that believes in collaboration over competition.

Owned by contractors. Run by contractors. For contractors.

An ethos of collective support to move the sector forward. Working together, sharing insights, supporting one another.

What that looks like in practice:

Specialised peer-support groups across:

✅ Pharmacy acquisition
✅ NHS contract support
✅ Staff management
✅ IT and PMRs
✅ Robots and automation
✅ Clinical support
✅ Locum shifts
✅ Foundation year

Members sharing what's worked and what hasn't, openly with each other.

They also lobby CPE, DHSC and national bodies, and run grassroots campaigns on the structural challenges facing independents.

Catch @Tas and @Dervis at Stand 19.

No big demo. Just a useful conversation.

Birmingham. 7 June.

👉 titanup.club

#TitanUp26 #CommunityPharmacy #IndependentPharmacy",2026-05-22 07:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7463468765448552450,16,16,,,,,,,36,5,854,6.67,,,,VIDEO
"A day about supercharging pharmacy business.

There's only one publication that makes sense in the room.

To tell the story of boosting revenue. Building profit. Levelling up in an industry that doesn't make it easy.

We're putting the brightest minds in pharmacy in one room.

Owners. Operators. Suppliers. Tech teams. The forward thinkers.

Sharing what's working. Building what's next.

The magazine capturing the tone of the day?

@Pharmacy Business. Exclusive media partner for TitanUp 26 🎉

Because this day isn't just for the room.

It's for every pharmacy ready to grow.

Your Pharmacy Business, supercharged.

Captured by Pharmacy Business.

For every pharmacy business that wants in.

7 June · Birmingham · titanup.club",2026-05-23 07:00,https://www.linkedin.com/feed/update/urn:li:share:7463831136146747392,21,18,,,2,,,2,23,6,757,6.87,,,,IMAGE
"For a patient to book a service.

They need to know it exists.

Visibility could be the difference between your service uptake and the pharmacy down the road.

Healthpoint TV have been building pharmacy-specific screens for 25 years:

✅ Tailored creative
✅ Service-led messaging
✅ Same-day changes

Patients ask about ear care once they see ear care. They ask about weight loss once they see weight loss. Visibility on the window turns into walk-ins at the counter.

Ranjit Gill will be on Stand 12. Come and talk about what your pharmacy is trying to grow.

Birmingham. June 7th.

👉 titanup.club

@Healthpoint TV  

#TitanUp26 #PharmacyMarketing",2026-05-24 07:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7464193546053402624,16,14,,,1,,,1,36,5,668,8.68,,,,VIDEO
"Theory won't run your private clinic.

Allied Health Training is the training and education provider built for that gap:

✅ Hands-on
✅ Practical
✅ Immersive

Comprehensive, specialised programmes designed for the clinical areas modern pharmacy practice is being asked to deliver.

Co-founders Abdullah Bhana and Ishaq Goga will be on the stand. Come and explore upcoming courses. Have a chat about your team's development needs.

A one-off, on-the-day discount for everyone who stops by.

Birmingham. 7 June.

👉 titanup.club

@Allied Health Training  @Abdullah Bhana @Ishaq Goga  

#TitanUp26 #CommunityPharmacy #PharmacyTraining",2026-05-25 13:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7464646490406322176,18,17,,,,,,3,40,3,726,8.82,,,,VIDEO
"Stop worrying about what you can't control. 

Start working on what you can.

That's what @Michael Holden believes.

His answer is four words:

Vision. Strategy. Execution. Profit.

One business strategy for modern community pharmacy.

Michael Holden's session at TitanUp 26 is built around six elements that turn vision into profit:

✅ Leadership. Climate and culture.
✅ Team. Skill-mix and delegation.
✅ Services. Funded, private, governed.
✅ Technology. Integrated, not bolted on.
✅ Self-care. Environment, ethos, inventory.
✅ Roadmap. Critical steps to execution.

A strategy for now and the future.

One of the main drivers behind the Healthy Living Pharmacy initiative. Over 45 years in pharmacy. Pharmacy Business Lifetime Contribution Award, October 2024.

Co-hosted with @Victoria Steele.

Affinity 1. 14:50. 7 June. Birmingham.

👉 titanup.club

#TitanUp26 #PharmacyLeadership",2026-05-26 11:20,https://www.linkedin.com/feed/update/urn:li:ugcPost:7464983839187136512,18,17,,,,,,4,41,2,788,8.25,,,,VIDEO
"Eid al-Adha Mubarak from all of us at Titan.

To every pharmacy team working today while observing Eid, thank you.

Community pharmacy doesn't close. Your service to patients today is no small thing.

🌙 Wishing you peace, family, and a moment to pause.

#EidAlAdha #EidMubarak #CommunityPharmacy
",2026-05-27 07:00,https://www.linkedin.com/feed/update/urn:li:share:7465280728843472896,27,27,,,,,,,6,1,457,7.44,,,,IMAGE
"@Victoria steered clinical governance for 1,400 LloydsPharmacy branches.

Then through the acquisition that moved 10 million patients into Hallo Healthcare Group, with approvals secured from the GPhC, MHRA and beyond.

That's the kind of work that teaches you what actually separates pharmacy vision from pharmacy profit. Compliance that survives scrutiny. Governance that supports growth instead of stalling it. Cultures that prioritise accountability, safety and performance at the same time.

Now Victoria runs Steelier, advising pharmacy owners, investors and private equity on how to navigate regulatory complexity without losing the room to grow.

At TitanUp 26, she co-hosts From Vision to Profit with Michael Holden. Modern Community Pharmacy Practice, the framework they built together to take owners through an honest self-assessment of their business and out the other side with a roadmap.

Affinity 1. 14:50. 7 June. Birmingham.

👉 titanup.club

#TitanUp26 #PharmacyLeadership",2026-05-28 07:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7465643062317391873,29,25,,,1,,,1,51,6,1157,7.52,,,,VIDEO
"How do you take a pharmacy built on dispensing and turn it into a modern clinical business?

That's the question @Rahul Puri has been answering at Puri Pharmacy.

Two branches in Southall and Hillingdon, now run day to day by Rahul as Superintendent Pharmacist.

He's taken a long-standing community pharmacy and pushed it somewhere new.

Clinical services built into a real revenue line.
Titan and Titanverse running the workflow underneath.
A sharper website and chatbot bringing the right patients in.

NHS care and private services, grown side by side.

That's the shift this whole day is about. Rahul has been quietly living it.

At TitanUp 26 he walks through how he did it.

Rahul Puri. Superintendent Pharmacist. Puri Pharmacy.

Affinity 2. 15:15. 7 June. Birmingham.

👉 titanup.club

#TitanUp26 #PharmacyBusiness #PrivateServices",2026-05-29 11:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7466065868691677184,15,13,1,,,,,,35,3,645,8.22,,,,VIDEO
"An event is only ever as good as the questions it answers.

And the best questions rarely come from the stage.

They come from the people in the room.

TitanUp 26 is built around what the sector is actually wrestling with. Margin. Private services. Governance. Patient demand.

But how far the day goes depends on what the room brings.

So if you're going, get your questions in before the day on titanup.club. Open any speaker's profile card and send them something specific.

Not the polite question.

The real one.

The one you'd otherwise end up asking on the drive home.

4 days to go.

Birmingham. 7 June.

👉 titanup.club

#TitanUp26 #CommunityPharmacy",2026-06-03 07:00,https://www.linkedin.com/feed/update/urn:li:share:7467817406397259776,12,10,,1,,,,,7,1,338,5.92,,,,IMAGE
"Two days out from TitanUp 26. 

And the thing we cannot stop talking about isn’t on the agenda.

Not the speakers. 
Not the new products. 
Not even the food.

It’s the people. Every one of them walking through that door on Sunday.

An owner travelling over from Ireland for the day. Customers who joined us in 2019, coming back to see what’s next. Owners, superintendents, directors and community pharmacists, more than 300 of them, clearing a Sunday to be in one room.

That tells you something.

The pharmacies making moves now are not waiting for perfect conditions. They are looking at margin pressure, staffing pressure, services pressure and saying: “What are we going to do about it?”

That’s what TitanUp 26 is really about. Not just technology. The people prepared to use it properly, the operators building something stronger, the conversations that only happen when the right room comes together.

See you Sunday. 🎉

TITAN UP 26. Birmingham. 7 June.

👉 titanup.club

#TitanUp26",2026-06-05 11:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7468602595708874752,15,13,,,,,,,16,3,528,6.44,,,,VIDEO
"Tomorrow.

Who's making the trip? 👇

#TitanUp26
",2026-06-06 08:00,https://www.linkedin.com/feed/update/urn:li:share:7468919644695785474,14,14,,,,,,,10,2,319,8.15,,,,IMAGE
the moment has arrived TitanUp26!,2026-06-07 11:19,https://www.linkedin.com/feed/update/urn:li:ugcPost:7469332176963092481,53,44,2,,,,,1,199,9,2023,12.95,,,,VIDEO
"Just getting started and it’s Buzzing already!

And the special guest is going down a treat.

Coffees flowing. Teas too. Exhibitors packed since the doors opened. 

The room’s deep into networking before the first talk’s even started.

We’re a few minutes out.

If you’re not in the room, follow along. We’ll bring it back to you. 💙",2026-06-07 10:06,https://www.linkedin.com/feed/update/urn:li:ugcPost:7469313804363988992,67,47,3,,,,,1,5109,5,3809,136.05,,,,MULTIIMAGE
"If you run a pharmacy and you genuinely care about where it's going, today's for you. We wish everyone could be here.

Today isn't just for the 300+ owners in Birmingham. It's for every pharmacy owner who's looked at the model and thought, there has to be a different way to grow this.

We can't wait to share the talks with you. They go deep into where pharmacy is heading and how to actually level up in an industry that doesn't make any of this easy.

Not just tech. The kind of thinking that comes from people who've spent years inside the problem and found a way through. Tried, tested, lived with. Ideas you can take home and try yourself.

In the room, see you there. Everywhere else, follow along.

Birmingham. June 7th. 👉 titanup.club",2026-06-07 07:00,https://www.linkedin.com/feed/update/urn:li:share:7469266992743493632,27,24,,,,,,1,135,6,1725,9.8,,,,IMAGE
